id,name,surname,birthdate,email
412,Fabia,Buscetta,09/10/1982,mdisdero@tin.it
413,Agostino,Chigi,17/11/1936,lmoneta@lettiere-brancaccio.com
414,Livio,Antonini,29/02/2000,morosinisimonetta@tim.it
415,Manuel,Gioberti,14/04/1951,fverdi@lucarelli.com
416,Ludovico,Salieri,07/06/1968,giannicannizzaro@poste.it
417,Azeglio,Cutrufo,21/03/1978,rmorgagni@gregorio.com
418,Veronica,Ferrante,15/09/1937,valentinorosario@yahoo.com
419,Renata,Buonauro,26/02/1983,gioachinoendrizzi@libero.it
420,Rita,Parmitano,27/04/1937,cattaneotemistocle@yahoo.com
421,Melissa,Morgagni,18/11/1998,ycanova@hotmail.it
422,Pompeo,Draghi,16/05/1980,imazzeo@bassi.it
423,Emilio,Soprano,07/10/1979,luciana08@hotmail.com
424,Gianfranco,Maderna,22/06/1947,borranidanilo@libero.it
425,Maria,Panicucci,26/09/1965,lmanzoni@libero.it
426,Agostino,Lollobrigida,20/04/1956,xficino@granatelli.com
427,Virginia,Borzomì,07/11/1984,gaspare07@tele2.it
428,Panfilo,Spinola,22/06/1952,bernardiolga@casarin.com
429,Nicola,Rubbia,27/04/1975,xbrambilla@borroni.it
430,Dino,Caffarelli,27/12/1946,benitoeco@mannoia.it
431,Paolo,Niggli,16/02/1934,grifeoserena@mastandrea-gilardoni.com
432,Bianca,Dossetti,27/09/1970,bianca97@nievo-tremonti.org
433,Sergius,Lattuada,05/08/1946,kboldu@tiscali.it
434,Alfredo,Salgari,27/06/1976,cassararaffaele@cremonesi.com
435,Toni,Pergolesi,22/06/1941,luciana12@collina.it
436,Benedetto,Scandone,16/05/1999,xburcardo@bertolucci-castioni.com
437,Viridiana,Cocci,30/07/1990,caccianemicogionata@vodafone.it
438,Gioffre,Lupo,12/09/1957,rchittolini@fieramosca-barbarigo.com
439,Cesare,Fracci,06/10/1979,romolo99@bernardini-tanzini.eu
440,Virgilio,Bulzoni,22/07/1942,saltera@vodafone.it
441,Benito,Battaglia,19/04/1947,robertoroero@manzoni.net
442,Piermaria,Fornaciari,05/01/2000,yzamengo@poste.it
443,Luisa,Cutuli,05/03/1983,tantonetti@capecchi.com
444,Gioele,Pedersoli,11/12/1987,angelinamantegna@libero.it
445,Zaira,Binaghi,24/02/1940,giannuzzipanfilo@calbo.com
446,Ansaldo,Cignaroli,03/11/1990,ccagnin@libero.it
447,Fulvio,Saracino,26/12/1935,martino51@benigni.it
448,Marcantonio,Gagliano,11/04/1954,fraccivittorio@casaleggio-pace.com
449,Stefani,Paolini,31/01/1948,letiziastrangio@tim.it
450,Annalisa,Cilea,18/03/1967,meucciseverino@rosiello.it
451,Angelina,Capecchi,01/06/1964,zduse@trevisani.net
452,Giorgio,Lettiere,16/02/1936,smirnoffrita@tim.it
453,Claudio,Andreozzi,08/05/1955,grimaniserafina@virgilio.it
454,Angelina,Ferrucci,14/02/1951,yfabbri@gmail.com
455,Tiziana,Bignardi,08/05/1980,lettiereorazio@mengolo-bompiani.net
456,Gilberto,Seddio,09/11/1978,bettonizaira@venditti-mastroianni.com
457,Licia,Rosiello,24/01/2005,pierangelobertoni@poste.it
458,Ignazio,Paltrinieri,07/02/2002,severinoimpastato@duodo.it
459,Olga,Zaguri,24/08/1950,tcoardi@tiscali.it
460,Carolina,Ludovisi,09/02/1944,ogussoni@fanucci-gremese.com
461,Simonetta,Gaito,26/10/1982,allegrarastelli@tin.it
462,Giacobbe,Lupo,08/07/1935,qfagotto@falcone-miniati.org
463,Pompeo,Sgalambro,02/11/1945,federico43@outlook.com
464,Rita,Bonaventura,28/05/1975,parmitanoguglielmo@mercati.it
465,Clelia,Squarcione,12/11/1953,onecci@gmail.com
466,Luigina,Cicilia,19/03/1986,milocicilia@bonomo-volta.it
467,Atenulf,Bajamonti,01/04/1972,vbalbo@fastwebnet.it
468,Virginia,Morucci,12/02/1968,laurettaspanevello@einaudi.com
469,Gioacchino,Bellucci,05/10/1969,arnaldobotticelli@gramsci.com
470,Nico,Romano,19/06/1944,knavone@belletini.eu
471,Sante,Sagredo,02/03/1954,marcantonio49@live.com
472,Matteo,Ramazzotti,09/06/1999,benvenutogiannini@poste.it
473,Mario,Bonaventura,24/08/1947,aldotassoni@telesio.org
474,Maria,Galiazzo,05/08/1971,federicotrotta@falloppio.com
475,Lilla,Barcaccia,26/05/1933,qtamburello@libero.it
476,Maria,Pavone,15/04/1992,musattitatiana@gregori-garzoni.it
477,Massimiliano,Fornaciari,11/12/1939,corradipaoletta@mazzanti.com
478,Giacomo,Tacchini,14/01/1983,lucrezia52@hotmail.it
479,Giuliano,Monti,06/12/1970,roman89@alice.it
480,Melania,Polesel,09/03/1991,ruggero28@hotmail.com
481,Puccio,Pisacane,18/02/1962,irmafoletti@gmail.com
482,Lolita,Morosini,08/09/2002,margheritabinaghi@solari.eu
483,Marco,Pagnotto,28/09/1966,aleonardi@fastwebnet.it
484,Galasso,Giradello,16/02/1972,cbusoni@gregorio.it
485,Tullio,Lombardi,29/10/1993,impastatogiacomo@tencalla.eu
486,Gianfranco,Burcardo,12/09/1975,qpalombi@libero.it
487,Piero,Traversa,18/10/1986,gianluca20@poste.it
488,Alessandra,Costanzi,02/04/1993,mbotta@sorrentino.it
489,Alphons,Scalfaro,31/10/1999,gemitogiacomo@gentilini.net
490,Isa,Marino,08/05/1970,durantebarbara@stucchi.com
491,Marta,Giacometti,25/11/1940,ubaldo18@scarpa-petrassi.org
492,Costantino,Scarponi,08/02/1950,fpetrucci@hotmail.com
493,Gemma,Gelli,15/06/1968,tomasellinatalia@muti.com
494,Lorenzo,Ramazzotti,16/07/2005,marcellamazzacurati@tim.it
495,Marina,Barcella,11/04/1955,raffaello05@doria.com
496,Liberto,Prada,15/01/1950,grecozaccardo@berre.com
497,Galasso,Sagredo,15/04/1941,giacobbebosurgi@santorio.com
498,Gianfrancesco,Capone,28/08/1984,dinoverdone@ruggieri-celentano.org
499,Maria,Nordio,24/02/1966,rolando39@tele2.it
500,Morena,Vercelloni,11/12/1944,torricellimanuel@vodafone.it
501,Stefani,Guarato,03/03/1960,tonia31@gmail.com
502,Fabrizio,Toscanini,31/08/1950,xtrapanese@palumbo-cardano.com
503,Raffaele,Marino,16/07/2003,qvercelloni@tele2.it
504,Ornella,Cerquiglini,13/10/1998,barsantiadelasia@interminelli.it
505,Antonina,Contrafatto,28/02/1989,lauretta64@pacelli-gremese.com
506,Guarino,Metella,04/10/1950,ubroschi@fastwebnet.it
507,Ninetta,Rosmini,15/12/1956,tresoldiermanno@live.com
508,Ansaldo,Zanichelli,20/08/1980,clelia37@gmail.com
509,Massimiliano,Trentin,05/09/1968,marisa31@alice.it
510,Daniele,Nibali,13/12/1990,patriziacabrini@libero.it
511,Lara,Trincavelli,06/06/1941,fsokolov@morricone.it
512,Damiano,Filzi,04/02/1984,ugiannuzzi@tiscali.it
513,Donatella,Castioni,31/03/1997,annunziatafederici@tim.it
514,Rodolfo,Curatoli,30/05/1961,lucianacardano@fastwebnet.it
515,Giancarlo,Gregorio,01/01/1997,xdetti@cuda.com
516,Pina,Burcardo,09/06/1945,istein@abba-battisti.it
517,Rossana,Onio,04/04/1977,omanzoni@sbarbaro-cuzzocrea.it
518,Sabatino,Fabrizi,29/06/1950,xfilogamo@libero.it
519,Rosa,Berlusconi,02/01/2001,nicola28@libero.it
520,Alphons,Gasperi,13/03/1988,mmonduzzi@gmail.com
521,Lina,Ferrara,01/11/1941,novarovincenzo@piovani.it
522,Fernanda,Bellocchio,26/08/2003,pontigraziella@gmail.com
523,Romeo,Cafarchia,01/04/1974,irma75@durante.org
524,Melina,Caccioppoli,22/08/1942,alderano88@virgilio.it
525,Mauro,Crispi,21/06/1976,santino98@stefanelli-borsiere.it
526,Coriolano,Cavanna,03/12/1969,gabrielecignaroli@outlook.com
527,Federico,Tasso,05/09/2000,xaltera@cerquiglini.com
528,Piermaria,Argurio,14/08/1985,xfogazzaro@gmail.com
529,Maria,Cherubini,18/06/1961,elvira67@volta-monte.it
530,Elladio,Tomei,17/04/1994,solemetella@zanichelli.net
531,Ottone,Guarato,27/11/1957,stefanoschiaparelli@vodafone.it
532,Ninetta,Bacosi,14/01/1958,teresa06@outlook.com
533,Lazzaro,Benussi,31/12/1994,garzonipierangelo@boiardo.eu
534,Giacobbe,Ariosto,13/10/1961,simonettapezzali@vodafone.it
535,Martino,Coppola,20/10/1957,ylupo@tele2.it
536,Ruggero,Tamburi,01/04/1968,palomamissoni@tiscali.it
537,Azeglio,Guarana,11/03/1948,ottoneaccardo@baglioni-saraceno.it
538,Romeo,Contrafatto,30/06/1943,stefanoscarponi@petrucci.com
539,Santino,Ferrante,21/05/1988,oraziofioravanti@andreotti.it
540,Francesca,Agnesi,12/12/1936,malenchinialessia@alice.it
541,Livio,Giradello,27/08/1982,krapisardi@callegaro.com
542,Gian,Aulenti,17/07/1947,ranieri70@sanguineti-naccari.it
543,Alberto,Raimondi,12/02/1973,ansaldocarli@trillini.it
544,Graziano,Bellocchio,10/06/1967,jacopoalighieri@viviani-majewski.it
545,Corrado,Bettoni,09/10/1995,ceciliafanucci@libero.it
546,Arturo,Viola,18/02/1999,tspinola@lattuada.com
547,Nadia,Dossetti,21/03/1975,benedettoscotto@procacci-casagrande.org
548,Giada,Comisso,10/05/1948,paretomarcella@gmail.com
549,Chiara,Borromeo,26/07/1953,serena65@tim.it
550,Elisa,Perozzo,29/12/1982,rominagiannelli@libero.it
551,Osvaldo,Columbo,28/05/1963,ludovico26@gmail.com
552,Michela,Pennetta,25/11/2005,beppe50@hotmail.com
553,Paola,Righi,05/04/2000,sylviagaltarossa@barcaccia-moneta.it
554,Sabatino,Gremese,24/04/1934,pasqualecuzzocrea@gmail.com
555,Giovanni,Panzera,29/11/1988,sordiramona@gmail.com
556,Tiziana,Broschi,09/05/1994,orlando58@live.com
557,Donatella,Gibilisco,13/11/1951,udineseannetta@live.com
558,Gustavo,Papafava,26/12/1933,ippaziotafuri@leblanc.it
559,Gaspare,Durante,21/05/2005,uzoppetto@hotmail.com
560,Angelica,Modiano,28/02/1986,malatestaernesto@libero.it
561,Gianna,Cheda,10/06/1944,fabrizia63@aulenti.it
562,Elisa,Persico,07/09/1965,dino09@pacelli-brichese.org
563,Alessandro,Lercari,18/02/1955,gualtieristefani@poste.it
564,Angelina,Mannoia,02/02/1950,margheritaponti@querini-pirelli.it
565,Nina,Sgarbi,14/10/1987,nicolorespighi@bertolucci.org
566,Vincenzo,Tafuri,15/03/1966,rembrandtsantorio@canova-travaglia.net
567,Amico,Boccaccio,23/09/1982,tatianadulbecco@duodo-inzaghi.com
568,Achille,Gentileschi,06/06/1960,talianiornella@tarantini.com
569,Panfilo,Cesarotti,24/02/1989,dossettialphons@cuda-paolini.it
570,Eugenia,Faugno,09/12/1982,benitoflaiano@tim.it
571,Fabio,Petruzzi,11/02/1944,ferraboscoalphons@mazzacurati.com
572,Milena,Paoletti,21/01/1934,telemaco30@tiscali.it
573,Marco,Asmundo,18/09/1947,antonina67@fieramosca-fabrizi.eu
574,Giovanna,Abba,05/08/1965,luigiraimondi@mercalli.com
575,Adriano,Bosurgi,12/10/1973,alina30@tin.it
576,Patrizia,Andreotti,24/08/1958,xcasalodi@vodafone.it
577,Liliana,Bazzi,03/02/1969,obazzi@nordio.net
578,Daniele,Filippini,13/09/1970,michele74@live.com
579,Lina,Travia,17/07/1941,rosalia28@galeati.org
580,Romana,Conti,06/06/2004,marangonigelsomina@outlook.com
581,Etta,Caffarelli,17/10/1947,amadeo78@alice.it
582,Giuliana,Solari,15/01/1985,svarano@vittadello.com
583,Giovanni,Mercantini,27/03/1968,donatellopiovani@hotmail.com
584,Uberto,Faggiani,19/07/1957,loretta76@satta-aporti.it
585,Valentina,Aulenti,01/04/1970,prosmini@gmail.com
586,Mirco,Argenti,19/01/1985,qpastine@zola-sabatini.it
587,Fabio,Piane,22/02/1944,giadavirgilio@cignaroli.it
588,Pasquale,Foletti,28/11/1999,armandoubaldi@miniati-soprano.net
589,Costantino,Canali,21/03/2002,silvio65@ferrucci.net
590,Alessia,Foletti,14/12/2002,ybriccialdi@crispi-iadanza.it
591,Eraldo,Sorrentino,01/12/1981,carusoaldo@cibin.it
592,Raffaele,Filippelli,26/11/1969,traettaparide@tele2.it
593,Francesco,Prati,12/09/1964,ficinosantino@praga-bossi.eu
594,Bianca,Puglisi,30/11/1994,fedele21@libero.it
595,Amedeo,Fallaci,25/12/1985,vrosmini@yahoo.com
596,Greca,Dulbecco,01/04/1986,martino77@malacarne-pirandello.com
597,Giulia,Monicelli,02/04/1958,gianfranco06@gmail.com
598,Letizia,Germano,06/03/1984,castellipaloma@delle.com
599,Aria,Pratesi,29/08/1991,gaitopatrizia@campano-pascarella.net
600,Adriana,Carnera,16/09/1956,ottinoemma@virgilio.it
601,Raimondo,Bondumier,06/06/1987,hsilvestri@fastwebnet.it
602,Ignazio,Sandi,21/06/1936,emoretti@malenchini.it
603,Livio,Miniati,30/01/1942,germanatonisto@perini-montanari.net
604,Raffaele,Vendetti,11/07/1933,borsieremaurilio@live.com
605,Bettina,Tutino,30/01/1957,cagnottoamico@virgilio.it
606,Ranieri,Bramante,09/02/1995,tcombi@giannelli.eu
607,Lauretta,Nonis,13/07/1943,ramona39@vodafone.it
608,Emma,Borrani,01/05/1967,valiersilvia@lussu.net
609,Fabrizia,Tremonti,17/01/1947,argurioserafina@giusti.net
610,Jolanda,Ciani,12/11/1973,babbogioacchino@tim.it
611,Panfilo,Solimena,15/11/1983,bcicilia@libero.it
612,Loredana,Pometta,25/02/1948,sfagiani@toso-gentilini.org
613,Matilda,Navarria,30/09/1951,maura18@leonardi.it
614,Ninetta,Pugliese,11/11/1954,ludovicocorcos@live.com
615,Greco,Storladi,12/12/2003,bruggeri@tiscali.it
616,Antonina,Farinelli,11/08/1965,biancagaito@mazzocchi-pellico.com
617,Raimondo,Murialdo,01/10/1943,angelinavespa@gmail.com
618,Graziano,Rosmini,15/07/1970,volterraaugusto@libero.it
619,Ernesto,Fischetti,07/07/1933,fadinolfi@tiscali.it
620,Gianpietro,Federico,30/10/2004,finottodonatella@poste.it
621,Bruno,Papafava,28/05/1970,giuliacorradi@libero.it
622,Nicola,Antonelli,25/03/1945,renzo59@germano.net
623,Isabella,Bellò,23/04/1992,tgiannini@fastwebnet.it
624,Viridiana,Viola,21/03/1968,eporcellato@casini.it
625,Lucia,Tutino,09/06/1964,zcuratoli@tiscali.it
626,Raffaella,Fallaci,14/02/1978,nruberto@ferrucci-romagnoli.it
627,Antonello,Spinelli,08/04/1947,stresoldi@tremonti.com
628,Durante,Bova,16/04/1961,overdone@liguori-cimini.com
629,Ruggero,Fantoni,08/08/1942,kbadoglio@terragni-ferragni.it
630,Gino,Sollima,20/11/1968,porcellatoorazio@gianinazzi.com
631,Lauretta,Vidoni,16/01/1989,goffredo21@tim.it
632,Patrizia,Santorio,25/02/1991,maurizio90@vezzali.net
633,Carolina,Capone,16/04/1984,atenulf36@tele2.it
634,Filippo,Verga,28/12/1953,germanonina@scalfaro-pagliaro.it
635,Orazio,Tonisto,26/04/1984,legnanteraffaele@hotmail.it
636,Anita,Sanudo,22/05/1938,iendrizzi@vitturi.com
637,Raffaele,Tamburi,16/12/1936,ubaldo41@tim.it
638,Erika,Ughi,22/04/1981,michelegarozzo@outlook.com
639,Gemma,Cerquiglini,22/10/1934,bulzoniluisa@tozzo.com
640,Marisa,Totino,01/10/1951,rocco60@filangieri-crispi.com
641,Marta,Stefanelli,05/10/1988,uiannucci@rosselli.it
642,Salvi,Bertolucci,06/06/1984,raffaellametella@boitani.it
643,Manuel,Terragni,16/03/2000,falieralberto@hotmail.it
644,Caterina,Bertoni,01/10/1958,martinomarinetti@bazzi.com
645,Marco,Letta,20/02/1967,jzecchini@alice.it
646,Antonello,Scalfaro,01/10/1935,dnavarria@fastwebnet.it
647,Gioele,Trezzini,16/12/1994,nadiasalata@raurica.it
648,Mercedes,Pacillo,13/06/1989,erikasmirnoff@tomaselli.it
649,Sophia,Zanichelli,21/03/1976,gioacchino60@parisi-petrassi.org
650,Martino,Nordio,03/11/2004,lmusatti@gmail.com
651,Sabatino,Eco,11/03/1992,gemma54@basso.it
652,Marcello,Tartaglia,28/01/1953,pemo@malpighi.it
653,Antonietta,Scalera,30/08/1972,sergiusariasso@zoppetti-verdi.it
654,Berenice,Ciani,28/05/1961,marenzioagnolo@cammarata.it
655,Tiziana,Ariasso,26/02/1960,eliana89@novaro-gabbana.com
656,Isabella,Lucchesi,23/04/1984,sgatto@vespucci.it
657,Pina,Traetta,29/11/1945,landocrispi@fabrizi-barzini.net
658,Marcantonio,Maspero,06/12/1965,raimondopalumbo@gmail.com
659,Galasso,Costalonga,30/08/2004,fluxardo@virgilio.it
660,Monica,Zabarella,09/03/1951,tguidotti@fastwebnet.it
661,Giorgio,Rinaldi,27/12/1950,coluccioargan@argan.it
662,Enzio,Renault,08/06/1993,schicchilando@malacarne.com
663,Cecilia,Palazzo,09/01/1969,armellinilucia@hotmail.it
664,Dina,Fiorucci,11/12/1965,flaviopalazzo@sansoni.it
665,Ilaria,Gargallo,18/03/1997,puccilidia@hotmail.com
666,Mirco,Sagese,26/11/1957,cuomorosario@pratesi.eu
667,Virgilio,Turci,05/08/1996,fulviogiannuzzi@virgilio.it
668,Puccio,Guglielmi,08/05/1968,marina02@hotmail.it
669,Nicolò,Ricciardi,03/02/1946,calogero45@libero.it
670,Santino,Bruscantini,12/05/1958,ppistoletto@turrini.com
671,Coluccio,Ludovisi,12/03/1953,oferragamo@bajardi.org
672,Ida,Broschi,29/05/1960,agnologiammusso@camanni.it
673,Gianpaolo,Vivaldi,17/12/1973,durante99@live.com
674,Nicoletta,Veltroni,03/03/1976,ydeledda@virgilio.it
675,Rossana,Desio,09/07/1994,melinaargan@tim.it
676,Tonia,Ziani,03/07/1979,upetrucelli@libero.it
677,Gioffre,Duse,24/04/1936,coliboni@querini.it
678,Luisa,Vendetti,07/10/1942,vvespucci@fastwebnet.it
679,Michele,Tognazzi,06/04/1996,lilla45@libero.it
680,Arnulfo,Garozzo,20/07/2001,rossana19@virgilio.it
681,Pierangelo,Morandini,02/08/1986,dante94@amaldi.com
682,Adele,Doria,23/05/2000,arnaldo58@tin.it
683,Arnulfo,Bonolis,09/06/1970,amanda91@gmail.com
684,Guarino,Offredi,17/08/1939,goffredo74@travia-platini.org
685,Sabatino,Basadonna,11/01/1941,tacchinibenvenuto@tiscali.it
686,Giosuè,Fiorucci,06/06/1942,nemo@poste.it
687,Melissa,Cignaroli,05/06/1993,zcuda@gmail.com
688,Gioele,Vivaldi,05/03/1976,viridianapolesel@taccola.com
689,Venancio,Borzomì,23/11/1979,bcelentano@vodafone.it
690,Raffaellino,Maderno,23/11/1950,pietro86@regge.it
691,Annunziata,Druso,06/08/1985,eleanora77@nitti.it
692,Nanni,Solimena,26/08/1943,rosa35@yahoo.com
693,Ludovico,Praga,14/01/2003,pedersolivirginia@virgilio.it
694,Gilberto,Tanzini,20/02/1992,garozzosandro@libero.it
695,Pierangelo,Mannoia,28/12/1996,albertozito@outlook.com
696,Amanda,Argentero,24/09/1967,pierangelonapolitano@guarana.com
697,Marta,Carfagna,02/08/1981,ugosalata@fastwebnet.it
698,Mariana,Sinisi,18/12/1975,rgadda@tim.it
699,Ramona,Galuppi,11/06/1988,aria30@gmail.com
700,Francesco,Foa,05/11/2004,nicolettaguicciardini@poste.it
701,Arnaldo,Scialpi,01/09/2000,vito12@gmail.com
702,Aria,Treves,23/09/1995,pgaribaldi@libero.it
703,Rocco,Argentero,07/05/1964,tboitani@gadda.net
704,Coriolano,Nordio,07/04/1954,jovinelliolga@bevilacqua.com
705,Rita,Sandi,11/02/1998,flora57@alice.it
706,Orazio,Mazzanti,27/11/1964,tonia84@cilibrasi.com
707,Toni,Grifeo,26/12/1952,toni26@alice.it
708,Ippazio,Proietti,11/07/1975,bernardoguicciardini@gmail.com
709,Alessio,Aporti,04/09/1997,gianluca19@roncalli-capone.org
710,Rita,Delle,28/11/1948,vincenzo50@gmail.com
711,Virgilio,Migliaccio,29/07/1934,hgiacometti@tiscali.it
712,Ranieri,Scaduto,19/06/1957,gianpaolo32@tim.it
713,Ida,Mercantini,22/12/1954,gianlucafischetti@vodafone.it
714,Delfino,Caetani,09/11/1945,usonnino@bello.it
715,Alessandra,Rusticucci,01/08/1995,nicolaabba@mercantini.eu
716,Silvestro,Brunello,28/01/1934,garronedonatello@gucci-loredan.com
717,Enzo,Gadda,15/08/1950,vittoria52@toscani-filippelli.it
718,Jacopo,Stein,05/12/1949,elisa74@ceravolo.com
719,Raffaello,Barsanti,08/09/2003,sagnelliagostino@badoglio-paoletti.eu
720,Isa,Iacovelli,15/06/1933,obacosi@libero.it
721,Filippo,Rensi,29/03/1937,beccheriagemma@muti.it
722,Massimo,Saffi,22/03/1962,gianfranco12@gmail.com
723,Milena,Pistoletto,21/02/1950,alessandro62@libero.it
724,Michelangelo,Morrocco,10/01/1970,federicochiara@vodafone.it
725,Alessio,Tarantino,06/11/1948,ramonasandi@hotmail.com
726,Clelia,Mogherini,12/12/1979,gellirosina@tim.it
727,Lina,Bembo,12/11/1956,ecampise@giannotti-gelli.it
728,Serafina,Fo,05/04/2004,ortolaniida@mimun.org
729,Livio,Pellegrini,16/06/1974,natalia94@querini.it
730,Mirko,Randazzo,18/02/1983,tebaldidonatella@fastwebnet.it
731,Piermaria,Gotti,17/11/1973,volterraeva@hotmail.it
732,Orazio,Gentilini,08/07/1972,rsanguineti@tiscali.it
733,Alina,Casalodi,20/05/1954,graziellagottardi@lancisi-mancini.it
734,Rossana,Cassarà,26/02/1954,costantino16@vodafone.it
735,Allegra,Alfonsi,18/09/1963,gastone23@leoncavallo.it
736,Elladio,Sagnelli,05/11/1953,ificino@colletti.com
737,Severino,Papetti,16/10/1948,angelina13@tin.it
738,Mercedes,Donatoni,30/04/1933,angelo75@vergerio.com
739,Romolo,Cuzzocrea,07/05/1939,mbignami@hotmail.it
740,Sole,Soffici,06/06/1990,ileonardi@giannelli.it
741,Giacinto,Burcardo,27/08/1990,ibaggio@gmail.com
742,Sergius,Viola,04/10/2004,santigianfrancesco@salgari-bixio.com
743,Liberto,Zetticci,09/11/1998,piermariaoffredi@pertile.com
744,Vincenza,Rocca,05/08/1940,ipadovano@littizzetto.it
745,Tatiana,Porzio,22/07/1966,uamaldi@tin.it
746,Bartolomeo,Fischetti,15/07/1939,marissa80@metella-einaudi.it
747,Antonella,Fuseli,23/03/1969,kgovoni@zacco.org
748,Rolando,Pisano,03/12/1950,bruno85@gabrieli.com
749,Loredana,Broschi,06/01/1991,gabriele18@briccialdi.it
750,Lucio,Tomasini,22/10/1973,madernaippazio@desio.eu
751,Guido,Sagnelli,06/07/1952,tamburimariano@antonacci-cimarosa.net
752,Enzo,Russo,15/09/1979,floriofilippa@valier.it
753,Giorgia,Rapisardi,10/03/2001,renierflavia@outlook.com
754,Calogero,Respighi,21/11/1965,fmonicelli@chechi-rocca.eu
755,Flavia,Bonino,09/02/1990,gioacchinoagostinelli@costanzi.it
756,Paulina,Troisi,26/02/1989,dgioberti@treccani-strangio.com
757,Raimondo,Modigliani,23/11/1937,tvendetti@tiscali.it
758,Loretta,Guidotti,06/08/1964,antonietta59@donarelli-scarpetta.com
759,Pierina,Dossetti,09/05/1960,camiscionemaria@gmail.com
760,Angelo,Antonini,12/11/1960,iolandacamanni@casellati.net
761,Matilda,Querini,04/04/1982,gsollima@giannini.it
762,Antonia,Castiglione,01/05/1943,ycortese@andreozzi-tomaselli.com
763,Maria,Petralli,06/11/1979,ezio66@gmail.com
764,Geronimo,Catenazzi,03/09/1995,qmancini@poste.it
765,Romolo,Cavanna,12/10/1978,cstucchi@caracciolo-papetti.com
766,Fortunata,Santorio,07/12/1948,ivan96@pizzo.org
767,Ubaldo,Sgalambro,03/04/1950,ksiffredi@yahoo.com
768,Mariana,Pozzecco,14/07/1947,pier56@tiscali.it
769,Lara,Castioni,07/04/2000,chiappettarembrandt@gmail.com
770,Greca,Mazzi,27/05/1940,ochiaramonte@fabrizi-pacelli.com
771,Giustino,Cugia,15/06/1995,giampiero41@hotmail.com
772,Zaira,Scarfoglio,14/03/1997,franzesemaria@gmail.com
773,Renzo,Schiavone,22/04/1946,arnulfo66@mazzocchi.com
774,Tiziano,Toninelli,04/10/1978,venancioacerbi@abbagnale.it
775,Nanni,Morgagni,11/09/1971,qsgalambro@nadi.net
776,Amico,Ammaniti,23/07/1962,xbernetti@gmail.com
777,Luciano,Germano,20/07/1990,aparini@hotmail.com
778,Carla,Fornaciari,03/02/1954,morettipiergiuseppe@alice.it
779,Lorenzo,Schiavo,27/06/1991,marianabettin@pizziol-guglielmi.it
780,Lucio,Spallanzani,16/07/1960,pastinearturo@tiscali.it
781,Paoletta,Faugno,04/03/1968,pomponio18@live.com
782,Marcella,Monduzzi,08/05/1976,guidottigianpietro@outlook.com
783,Fortunata,Cavanna,15/02/1998,maria07@filippelli.com
784,Graziella,Sonnino,25/12/1942,jtoso@tiscali.it
785,Ruggiero,Soffici,14/07/1934,persicocamilla@hotmail.com
786,Ansaldo,Baggio,10/10/1969,costanzo99@manzoni.com
787,Arnaldo,Grifeo,25/05/1988,rpometta@gmail.com
788,Rodolfo,Scialpi,25/01/1936,lianabalbo@morpurgo-ricci.it
789,Roman,Marconi,21/10/1957,adelasia29@libero.it
790,Loretta,Natta,26/04/1971,gioachinotoldo@gmail.com
791,Galasso,Ungaretti,23/06/1976,agnolocuratoli@gmail.com
792,Sebastiano,Filzi,13/07/2004,monicagioberti@poste.it
793,Loredana,Cadorna,17/09/1975,caetaniricciotti@tin.it
794,Martina,Boitani,20/11/1976,giuliettagreggio@tarantini.org
795,Ansaldo,Lamborghini,04/05/1955,lolitamajorana@poste.it
796,Gabriella,Gelli,11/12/1975,leopoldocarullo@marcacci-gabba.com
797,Claudia,Galtarossa,20/10/1967,adrianalegnante@duodo-sibilia.it
798,Nino,Franzese,03/12/1959,zargurio@gmail.com
799,Flavio,Chiappetta,29/12/1950,ettaughi@hotmail.it
800,Chiara,Cilea,06/04/1951,gian61@impastato.eu
801,Clelia,Olivetti,19/11/1942,lucio08@ferrari.com
802,Evangelista,Dalla,11/05/1994,virginia15@verri-chittolini.it
803,Alderano,Draghi,17/06/1994,malipieroenzio@tiscali.it
804,Silvio,Morlacchi,28/10/1996,stella11@yahoo.com
805,Puccio,Ossola,07/04/2001,gloriainnocenti@hotmail.it
806,Isa,Bragadin,15/08/1948,ytaccola@libero.it
807,Elmo,Tanzini,19/08/1937,laureanocammarata@tuzzolino.it
808,Fortunata,Baracca,29/05/1979,rpignatti@raurica.it
809,Dionigi,Monduzzi,06/12/1957,ludovicaiacobucci@tosi.org
810,Osvaldo,Salgari,25/06/2005,lisarizzoli@borromeo.it
811,Milo,Porzio,17/03/2000,piergiuseppemurialdo@garozzo-loredan.com
812,Pasquale,Marino,08/11/2004,pizzettiosvaldo@tele2.it
813,Mercedes,Gabrieli,21/03/1991,matteo75@vodafone.it
814,Ettore,Tomasetti,30/07/1956,cdruso@catenazzi.it
815,Valentina,Polesel,19/12/1990,chechialessia@libero.it
816,Annibale,Fantoni,11/02/1993,ninomorlacchi@live.com
817,Gemma,Morandini,13/03/1968,pfoa@yahoo.com
818,Teresa,Marsili,15/03/1938,sattagiuliana@tirabassi.it
819,Veronica,Celentano,18/11/1973,paganinipiero@turci-ricolfi.net
820,Aurora,Lerner,22/11/1982,pepeisabella@aloisio.it
821,Sandro,Franceschi,14/12/1974,cgiannotti@vodafone.it
822,Hugo,Tarchetti,31/05/1962,ljovinelli@collodi.it
823,Rolando,Scamarcio,01/05/1996,dallaraluciana@tasca-poerio.it
