id,name,surname,birthdate,email
443,Valerio,Colletti,29/02/1956,callegarogaspare@vodafone.it
444,Giampiero,Govoni,14/11/1988,calboorlando@yahoo.com
445,Danilo,Germano,26/07/1938,rpulci@virgilio.it
446,Stefania,Borsellino,30/11/1941,gullottaornella@micca.com
447,Susanna,Gaggini,01/07/1995,comolliosvaldo@yahoo.com
448,Stefano,Franzese,23/08/1954,federicobertoli@tin.it
449,Rosina,Zoppetto,04/08/1951,
450,Antonello,Vanvitelli,16/01/1956,domenicochindamo@marazzi.it
451,Lamberto,Zabarella,09/06/1942,pradaviridiana@gmail.com
452,Marina,Cutrufo,27/08/1987,turatipierina@tacchini-cianciolo.com
453,Coluccio,Tron,27/07/1968,vendittielvira@yahoo.com
454,Bernardo,Tencalla,04/12/2000,grazianocurci@soffici-priuli.net
455,Raffaello,Leonardi,07/10/1977,Unknown
456,Flavio,Abate,17/11/1963,paulina40@gianinazzi-mezzetta.it
457,Alessandra,Calvo,11/12/1984,palumboseverino@volterra.it
458,Raffaellino,Calarco,09/10/1951,wginese@leblanc-giulietti.com
459,,,05/08/1954,augustocilea@cagnotto.com
460,Gabriella,Magnani,08/06/1959,rosario14@flaiano.it
461,Luisa,Montalti,06/08/1993,sgermano@giannetti-broschi.com
462,Morena,Roncalli,19/04/2001,elviramolesini@yahoo.com
463,Maria,Visintini,17/03/1952,lucia87@boccaccio-basso.com
464,Victoria,Buonauro,15/10/2001,
465,Giosuè,Mastroianni,07/04/1999,Unknown
466,Viridiana,Guinizzelli,23/12/1951,bramantefederigo@accardo.it
467,Giulio,Rizzoli,31/10/1950,elena25@yahoo.com
468,Achille,Venditti,14/09/1965,rbaresi@live.com
469,Isabella,Angiolello,27/05/1981,aromiti@gmail.com
470,Fortunata,Casadei,18/09/1943,leonediana@live.com
471,Susanna,Gagliano,28/06/1989,qlonghena@trapani.org
472,Lisa,Rosmini,14/04/1954,
473,Maria,Brambilla,19/02/1959,ivanbonanno@vasari.net
474,Bettina,Travaglia,28/09/1955,cammaratalivia@castelli.com
475,Zaira,Badoglio,06/12/1990,
476,,,17/10/2003,garobbiodionigi@scarpetta-venturi.net
477,Bruno,Navarria,21/09/1937,pomponio60@bazzi-mascheroni.com
478,Tonino,Tarantino,31/05/1976,sabbatinimichele@libero.it
479,,,21/08/1946,eboccherini@conti.com
480,Carmelo,Luciani,11/04/1966,Unknown
481,Giulio,Sgalambro,25/08/1981,ferdinandosommaruga@libero.it
482,Daria,Parmitano,,cutuliamadeo@tim.it
483,Ermes,Giorgetti,04/02/1986,galiazzopellegrino@finetti-carfagna.eu
484,,,06/08/1950,roncalliilaria@libero.it
485,Aria,Riccati,12/06/1983,
486,Agostino,Modugno,18/10/1986,erosselli@cortese.net
487,Carolina,Catenazzi,30/07/1969,nalfieri@carriera.org
488,Silvestro,Mascagni,16/08/1937,rverga@iannelli-antonelli.com
489,Maurizio,Ortese,23/08/1959,amedeosmirnoff@bartoli.com
490,Dino,Sobrero,06/06/1955,nlercari@libero.it
491,Pierluigi,Giorgetti,28/07/1943,jcuratoli@mercati-sansoni.net
492,Damiano,Benigni,01/10/1973,giulianafalier@tele2.it
493,Nanni,Amato,30/09/1980,viacobucci@vodafone.it
494,Nico,Grifeo,28/04/1996,guarino62@zanzi.it
495,Maurizio,Trupiano,19/06/1943,alessia18@libero.it
496,,,17/11/1966,ricciotti99@caboto.net
497,Loredana,Andreozzi,14/11/1990,ubaldo27@yahoo.com
498,Gabriella,Peano,17/08/1972,mcrispi@magrassi.it
499,,,25/09/1934,trentinsophia@mazzeo.eu
500,Marisa,Giorgetti,14/04/1961,alphons77@frescobaldi.it
501,Calcedonio,Pedrazzini,08/02/1995,romolocamiscione@callegari.com
502,Beatrice,Manolesso,27/06/1960,leonardo49@giulietti.com
503,Bianca,Jacuzzi,10/06/1934,Unknown
504,Graziella,Argan,11/02/1993,olgaluciani@hotmail.com
505,Micheletto,Riccardi,02/03/1942,sscotti@caruso-botticelli.com
506,Piergiuseppe,Boito,12/07/1947,Unknown
507,Antonella,Cusano,07/10/2005,romeo48@yahoo.com
508,Adelasia,Morabito,23/04/1987,umberto03@libero.it
509,Federigo,Emo,12/11/1997,ida04@tim.it
510,Marcantonio,Vigliotti,15/03/1993,antonia33@fastwebnet.it
511,Lazzaro,Travia,24/05/1997,serenachiesa@comboni.com
512,Rossana,Torlonia,04/07/1935,Unknown
513,Romana,Scotti,19/01/1956,filogamogiuliana@rossi.eu
514,Silvia,Durante,28/02/1997,agostinimaria@hotmail.it
515,Graziella,Guarneri,24/12/1957,Unknown
516,,,08/02/1967,fulvioceschi@tim.it
517,Etta,Anastasi,09/07/1980,fbadoer@sauro-schiaparelli.net
518,Vincenzo,Duodo,16/02/1943,mrossellini@libero.it
519,Emma,Cabrini,07/04/1973,filippo43@hotmail.com
520,Fulvio,Ginese,09/07/1968,
521,Ranieri,Bonomo,17/01/1995,eziofaggiani@balbi.it
522,Stefania,Boaga,13/09/1987,nicola97@calarco.com
523,Elmo,Casellati,18/01/1965,mdoria@gmail.com
524,,,24/10/1967,Unknown
525,Piersanti,Bertolucci,10/01/1958,fsamele@tim.it
526,Rosina,Carli,12/08/1998,manuel26@hotmail.com
527,Bartolomeo,Tartaglia,22/07/1961,cassandra53@falloppio-crisafulli.it
528,Bettina,Alfieri,29/07/1973,umeucci@borsiere.it
529,Vincentio,Campanella,20/08/1969,vovadia@satriani.it
530,Ferdinando,Fogazzaro,26/08/1980,panicuccimichelangelo@yahoo.com
531,Mariano,Stucchi,28/07/1968,doglionivito@poste.it
532,Rembrandt,Draghi,02/11/1970,mauro09@hotmail.com
533,Rembrandt,Galiazzo,31/07/2000,ferragamofilippo@cuda.eu
534,Martino,Giammusso,29/02/1936,ioppiserafina@gmail.com
535,Griselda,Storladi,07/04/1968,zoppettipierina@gmail.com
536,Giacinto,Carli,28/04/1962,Unknown
537,Valeria,Guinizzelli,02/07/1965,mauriliopulci@gmail.com
538,Giustino,Segrè,01/06/1951,bompianifilippa@hotmail.com
539,Claudia,Galvani,24/09/1955,donato69@bembo.com
540,Giovanna,Argento,08/07/1966,telemaco34@canali-veltroni.com
541,,,01/12/1979,
542,Ettore,Visintini,09/04/1997,
543,Fabio,Scotti,26/05/1987,giampierorespighi@yahoo.com
544,Bettina,Loredan,19/11/2000,parideabba@frescobaldi-parini.com
545,Alina,Peruzzi,02/08/1981,alessandro66@bonaventura-tasso.it
546,Alfredo,Casaleggio,21/08/1954,
547,Piergiorgio,Scotti,07/08/1976,milena59@libero.it
548,Pierpaolo,Abatantuono,10/08/1974,filippo47@gmail.com
549,Beatrice,Casini,19/07/1999,schiavonebaldassare@quasimodo.it
550,Camilla,Cipolla,23/11/1937,montanariellogabriella@cundari-vergassola.net
551,Tiziano,Callegari,11/12/1939,leone79@mazzini-trincavelli.com
552,Pier,Trillini,04/07/1952,gserao@viola.it
553,Paride,Tartaglia,26/08/1973,osvaldofinzi@viola.com
554,Zaira,Virgilio,29/12/1932,Unknown
555,Loretta,Tonisto,17/08/1956,piersanti24@libero.it
556,,,03/03/1990,dinnocenti@bajardi.com
557,Fiorino,Petrassi,11/09/1987,lucia67@berre.com
558,Morena,Valguarnera,12/07/1934,jolandapizzetti@hotmail.com
559,Giacinto,Argurio,02/07/1955,liberto07@fittipaldi.eu
560,Loredana,Giacometti,20/12/1987,ninettaguarato@modigliani-farnese.com
561,Amico,Terragni,23/03/1966,dcampanella@live.com
562,Emilio,Duodo,20/09/1964,aldovalmarana@gmail.com
563,Nino,Ramazzotti,13/08/1991,giacomo73@cutrufo.com
564,Ugolino,Barracco,05/06/1976,
565,Emilio,Platini,24/04/1961,dario36@tiscali.it
566,Ronaldo,Ginesio,06/02/1946,luciavivaldi@vodafone.it
567,Arnaldo,Cendron,10/09/1961,mirkoemanuelli@bertoni-brichese.com
568,Natalia,Bernardini,23/04/1993,
569,Serafina,Piacentini,20/03/1935,Unknown
570,Camilla,Romiti,12/08/1978,amedeo40@camanni.net
571,Oreste,Lucciano,08/08/1952,michela94@chinnici.it
572,Massimiliano,Maccanelli,23/01/1979,
573,Napoleone,Toninelli,04/11/1970,lucianolancisi@tin.it
574,Santino,Mortati,17/07/1987,blasimassimiliano@ceravolo.it
575,Cirillo,Luna,03/05/1933,Unknown
576,Raimondo,Venditti,27/03/1977,amalia23@granatelli-mazzeo.eu
577,Eva,Marinetti,16/09/1983,xgrassi@tommaseo-verga.it
578,Gianfrancesco,Polizzi,08/04/1949,priscilla63@berengario.com
579,Annamaria,Fiorucci,13/01/1946,annunziataferrara@tim.it
580,Cecilia,Metella,12/12/1971,
581,Guglielmo,Fioravanti,31/08/1986,
582,Elena,Cremonesi,15/09/1959,Unknown
583,Matilda,Cuzzocrea,10/10/1980,amedeopignatti@virgilio.it
584,Lucio,Baroffio,13/09/1979,emaccanelli@speri.com
585,Loretta,Saragat,14/09/1967,antonellaziani@poste.it
586,Licia,Alighieri,10/05/1974,bompianiangelica@sordi.it
587,Cirillo,Boaga,29/08/1952,giuseppina03@turchetta-pietrangeli.it
588,Raffaella,Cabibbo,27/06/1962,sbocelli@hotmail.it
589,Lara,Bresciani,01/10/1958,coluccio54@accardo.eu
590,Federica,Maglio,09/10/1983,mirkotaliani@poste.it
591,Lodovico,Luzi,20/02/1963,germanabuscetta@galvani.eu
592,Jolanda,Sbarbaro,22/03/1988,jdona@surian.org
593,Amalia,Biagiotti,18/11/1952,simonecampise@libero.it
594,Orlando,Guicciardini,20/06/1966,sibiliaclaudio@sauli-nordio.it
595,Ansaldo,Carriera,30/10/1947,martaanguissola@salgari-gabba.com
596,Michele,Soprano,,marina14@live.com
597,Pietro,Boccaccio,,gelsomina42@fastwebnet.it
598,Piergiuseppe,Pace,28/10/2002,gaspare59@gargallo-volterra.com
599,Paoletta,Semitecolo,01/04/1947,rosalia98@pinamonte.com
600,Ilaria,Scotto,16/12/1952,cattaneodario@tin.it
601,Michelangelo,Federico,27/07/1972,lorettapavanello@nonis-trezzini.it
602,Gioffre,Berrè,09/01/1962,Unknown
603,Tiziano,Comboni,10/03/1992,prodivittorio@bosio-nibali.it
604,Sonia,Guarato,27/10/1954,francescanievo@yahoo.com
605,,,08/01/1948,mirco56@renzi.it
606,Baccio,Pellico,,vmarinetti@gmail.com
607,Beatrice,Ricciardi,18/09/1964,
608,Natalia,Bignardi,31/12/1973,fmorpurgo@giannetti-vivaldi.net
609,Maura,Giacconi,19/05/1966,giuliana24@cociarelli.it
610,Stella,Ferrata,12/02/1951,vecelliogoffredo@porzio.it
611,Vittorio,Gianetti,12/08/1958,federicotresoldi@stradivari.it
612,Greca,Biagi,01/10/1962,xluria@tiscali.it
613,Carla,Montanelli,28/03/1943,castiglionetullio@iacobucci.it
614,Temistocle,Comencini,14/03/1944,dcalvo@piazzi-casadei.it
615,Pomponio,Garzoni,20/04/1958,giannachindamo@gmail.com
616,,,30/12/1938,wmontesano@libero.it
617,Bruno,Monduzzi,13/03/1946,
618,Arsenio,Smirnoff,,wstorladi@virgilio.it
619,Bruno,Tamburini,22/09/1995,sergius32@outlook.com
620,Imelda,Omma,14/12/1986,porziogioffre@virgilio.it
621,Martino,Giulietti,20/04/1983,corradimarissa@vodafone.it
622,Enrico,Pininfarina,02/10/1947,vanessa56@libero.it
623,Lidia,Roero,16/12/1961,
624,Ivo,Zarlino,30/11/1998,Unknown
625,Ignazio,Calarco,,ettachigi@ferragni.eu
626,Atenulf,Perozzo,25/07/2003,emma85@live.com
627,Alphons,Zarlino,21/04/1958,benvenutovarano@marino.it
628,Giulio,Gucci,29/04/2003,Unknown
629,Nadia,Fittipaldi,05/06/1969,curcinicola@pontecorvo-gozzano.com
630,,,04/06/1970,
631,Luchino,Treccani,12/09/1937,giorgio18@curiel.it
632,Fabia,Gentilini,22/06/1939,battellieva@libero.it
633,Giovanna,Cilea,05/12/1959,mariabignardi@fantoni.com
634,Federica,Villarosa,02/09/1998,
635,Matteo,Panzera,,gabriella27@ferrari.it
636,Fabrizia,Petrocelli,11/05/1952,urusso@alice.it
637,,,27/08/1986,martinomonduzzi@gulotta.org
638,Eugenia,Esposito,30/05/1942,zairatelesio@munari.org
639,Saverio,Brunello,,annamariaritacca@outlook.com
640,Cecilia,Durante,25/06/1968,nicolettabresciani@bulzoni.com
641,,,21/08/1989,martinodallara@virgilio.it
642,,,26/10/1985,mirko75@manolesso-verdi.com
643,Giuseppe,Armani,31/08/1996,
644,Stefano,Proietti,23/07/2002,alessandro52@falcone.it
645,Alessandra,Ritacca,15/12/1995,pacelliluchino@tin.it
646,Cassandra,Taliani,03/03/1933,xbrichese@tiscali.it
647,Stella,Grisoni,27/07/2004,fabrizisaverio@yahoo.com
648,Sergius,Bompiani,12/06/1999,roccoserraglio@pellico.eu
649,Lauretta,Belletini,,borsierepiergiuseppe@libero.it
650,Virgilio,Parini,18/06/1987,giampaolo39@peano-scarpa.com
651,Imelda,Inzaghi,25/09/1995,baldassare90@fastwebnet.it
652,Guglielmo,Busoni,27/12/1994,Unknown
653,Ansaldo,Mazzeo,25/03/1965,
654,Ugo,Luxardo,23/07/1991,cugiaenzo@ostinelli.com
655,Baldassare,Omma,19/09/1980,
656,Coriolano,Giacometti,07/08/1974,scialpibeatrice@ferragni-basadonna.org
657,Ernesto,Pasqua,02/07/1934,zscarpetta@bellucci.eu
658,Giampiero,Fogazzaro,22/12/1951,pierpaolomastandrea@dossi.com
659,Orazio,Morrocco,24/09/1938,
660,Federigo,Tornatore,22/09/1935,zmazzini@libero.it
661,Niccolò,Chiaramonte,10/03/1979,
662,Renzo,Canevascini,27/05/1939,
663,Simonetta,Cimini,30/12/1991,amalaparte@yahoo.com
664,Dionigi,Bataglia,05/03/1939,raffaellaboezio@falier-vattimo.net
665,Geronimo,Draghi,21/12/1932,igagliano@farinelli-pavarotti.it
666,Melina,Mercalli,18/05/1988,elena25@tele2.it
667,Pier,Dallara,13/02/1964,staglienogiorgia@virgilio.it
668,Augusto,Murialdo,16/06/1942,gattolazzaro@virgilio.it
669,,,27/03/1984,hdesio@outlook.com
670,Ippazio,Schicchi,17/11/1957,cbrunello@bellucci.net
671,Pomponio,Bertoni,22/12/1946,chechicassandra@libero.it
672,Melissa,Manacorda,17/04/1976,tberre@costalonga-castiglione.eu
673,Antonina,Abbagnale,,dgozzano@tele2.it
674,Ronaldo,Alfonsi,20/03/1964,
675,Emma,Zarlino,14/04/1934,Unknown
676,Ettore,Pisacane,10/02/1967,manuelcorrer@poste.it
677,Clelia,Longhena,18/04/1984,nicolo01@vodafone.it
678,Arnaldo,Stein,21/01/1947,Unknown
679,Claudio,Botta,10/02/2001,rubertoletizia@hotmail.com
680,Luchino,Tedesco,18/08/2005,Unknown
681,Loretta,Foà,07/04/1941,modugnosandra@asmundo-sagredo.it
682,Fiorino,Sauro,21/05/1934,ovillarosa@outlook.com
683,Ermenegildo,Gianetti,20/07/2003,raffaelepiazzi@zola-garibaldi.it
684,Santino,Carosone,04/11/1985,gsommaruga@poste.it
685,Federico,Baresi,,ybianchi@gmail.com
686,Fabrizia,Bompiani,13/01/1991,bonannoluigina@tin.it
687,Gianni,Omma,06/08/1955,cesareiannotti@caetani.com
688,Loretta,Polesel,14/03/1950,castelliachille@gmail.com
689,Valerio,Celentano,03/02/1939,vzaccardo@tin.it
690,Carolina,Pedroni,20/10/1976,arnaldo15@fibonacci.com
691,Vanessa,Gramsci,09/02/1992,reniercamilla@tiscali.it
692,Gianni,Visconti,21/12/1950,arganpina@vento-gradenigo.org
693,Cipriano,Mascheroni,30/10/1971,nsismondi@oscuro-interminei.com
694,Costanzo,Serao,04/04/1977,
695,Mariana,Tosto,18/01/1989,yaporti@tele2.it
696,Armando,Franzese,18/07/1998,dulbeccomattia@hotmail.it
697,Tatiana,Sismondi,02/10/1974,annalisa05@hotmail.com
698,Susanna,Majewski,02/11/1950,goffredo71@gmail.com
699,Girolamo,Cuzzocrea,11/05/1976,maccanelliagostino@boccherini.it
700,Salvatore,Faranda,16/02/1999,
701,Renzo,Leonetti,10/05/1974,
702,Aurora,Filippini,16/07/1933,renierpriscilla@russo.com
703,Gaetano,Tommaseo,08/08/1937,robertarinaldi@virgilio.it
704,Laura,Palombi,08/07/1993,bertoniallegra@crisafulli.it
705,Alessia,Paruta,07/04/1937,rita71@gravina.eu
706,Geronimo,Monteverdi,22/12/1954,leonardo28@hotmail.it
707,Emma,Armani,,tropeaaldo@gmail.com
708,Amleto,Antonucci,16/07/1948,coriolanoginese@libero.it
709,,,27/02/1948,sergius65@libero.it
710,Donna,Turati,19/12/1984,pertilebeppe@bevilacqua.it
711,Alphons,Monti,26/06/1970,rossinietta@alice.it
712,Luigina,Innocenti,30/09/1956,vito32@ossola-mocenigo.com
713,Federica,Pezzali,28/01/1976,xmalatesta@gentili.org
714,Corrado,Collodi,01/04/1975,pabba@alice.it
715,Domenico,Bassi,28/11/1951,orlando18@piccinni-alboni.org
716,Annunziata,Caccioppoli,22/09/1956,ubaldofuseli@libero.it
717,Lina,Marazzi,03/08/1956,cmarino@alice.it
718,Mirco,Giannelli,26/02/1959,
719,Damiano,Tarantino,08/05/2001,caterinaricciardi@libero.it
720,Gianfranco,Guinizzelli,14/11/1978,chechipietro@libero.it
721,Venancio,Morandi,04/08/1958,delfino03@veltroni.net
722,Pomponio,Cammarata,20/12/1942,paganinigioachino@bova.org
723,Bianca,Serraglio,07/08/1947,
724,Tiziano,Tasca,06/06/1962,fiorenzotagliafierro@hotmail.it
725,Lilla,Tresoldi,09/07/1941,
726,Telemaco,Monicelli,21/11/1936,agostino51@gmail.com
727,Flora,Boitani,28/07/1963,efilippini@argentero.it
728,Eleanora,Togliatti,01/06/1973,tizianasbarbaro@ginese-piccinni.it
729,Daria,Fantozzi,08/06/1937,
730,Lorenzo,Blasi,,nverri@virgilio.it
731,Patrizia,Querini,23/10/1934,micheletto73@zamengo-toldo.it
732,Pierangelo,Pavone,11/02/1949,pianerosina@outlook.com
733,Michelangelo,Brancaccio,10/01/1960,
734,Nedda,Pizzamano,28/04/1996,elenacanali@palazzo-ceci.com
735,Imelda,Pratesi,16/12/1957,erranisimone@alice.it
736,Adele,Santi,08/12/1937,giampaoloborgia@yahoo.com
737,Elena,Borsiere,17/09/1952,ntoldo@callegari.com
738,Alderano,Trussardi,11/06/2003,Unknown
739,Livia,Donà,12/11/2000,benvenutocomboni@hotmail.it
740,Pasqual,Cuzzocrea,29/05/1953,lanfranchisilvia@cabrini.it
741,Emma,Marrone,11/09/1971,leonardobataglia@migliaccio-chiaramonte.com
742,Berenice,Bataglia,18/05/1996,zoladelfino@gmail.com
743,Eleanora,Finotto,21/08/2003,victoria44@poste.it
744,Annetta,Toninelli,29/01/1960,
745,Saverio,Trevisani,09/03/1963,
746,Giulio,Balotelli,15/09/1949,Unknown
747,Fabia,Tornatore,19/12/1953,pezzalipiermaria@yahoo.com
748,Dolores,Tomasetti,,isabella35@gulotta.org
749,Pierina,Gasperi,09/05/1973,fboccaccio@dallara.com
750,Amedeo,Palazzo,21/07/1999,Unknown
751,Rosa,Segni,21/11/1974,ugolinocimini@manzoni.it
752,Giulietta,Antonini,13/09/1938,saragatalphons@alice.it
753,Edoardo,Paolini,26/06/1992,imeldamedici@ossola.it
754,Lara,Marangoni,11/11/1957,alessia85@fermi.com
755,Ottone,Ubaldi,26/11/1943,giannettiadriano@nitto.it
756,Ludovica,Ajello,29/09/1940,satrianigalasso@yahoo.com
757,Durante,Casale,18/06/1965,santorioalderano@gmail.com
758,Francesca,Botta,23/02/2004,toniparuta@mazzi.com
759,Vincentio,Coppola,14/11/1943,pomponiofittipaldi@tin.it
760,Flavio,Montesano,08/07/1998,
761,Luciana,Pellico,13/11/1991,anitafilippelli@fastwebnet.it
762,Virginia,Lucchesi,22/05/2004,bruno62@hotmail.it
763,,,03/05/1975,victoriasbarbaro@pulci.com
764,Salvi,Foà,15/08/1985,madernoolga@tomasini-zampa.it
765,Claudio,Trincavelli,22/12/1999,piersantidandolo@outlook.com
766,Giulia,Palmisano,08/04/1989,iserao@cibin-ossani.it
767,Piermaria,Cardano,17/03/1947,Unknown
768,Bruno,Guicciardini,14/08/1970,zpaolini@rossetti.net
769,Gaspare,Antonioni,12/09/1986,xemanuelli@verdone.org
770,Dario,Borroni,28/06/1943,turciugolino@tele2.it
771,Edoardo,Bragaglia,28/08/1958,bondumierezio@tim.it
772,Melina,Luzi,26/10/1997,roccamelina@hotmail.com
773,Mirko,Bellucci,09/10/1964,Unknown
774,Gastone,Fo,21/02/1967,laureanoromagnoli@dossetti.it
775,Domenico,Volta,01/03/1993,celentanomelania@bosurgi.it
776,Silvia,Petruzzi,22/12/1948,lrossellini@tim.it
777,Priscilla,Casadei,27/08/1988,balbotorquato@gmail.com
778,Donatella,Gualtieri,,nicolettigianpaolo@detti.com
779,Angelo,Nitto,16/07/1942,
780,Dina,Curatoli,30/03/1997,patriziacilibrasi@grossi-einaudi.org
781,Rosina,Trapani,07/08/1981,fulvio55@alice.it
782,Donatello,Ferrabosco,19/02/1978,xcaruso@live.com
783,Lolita,Curci,16/12/1990,lucianaporcellato@tim.it
784,Amico,Iannuzzi,16/11/1938,costanzijolanda@gibilisco.it
785,Allegra,Biagi,02/09/1965,alfredo30@galvani.it
786,Donato,Romiti,13/10/1995,
787,Giorgia,Foletti,04/03/1990,iverdi@gmail.com
788,Dino,Bresciani,24/12/2004,bcivaschi@vodafone.it
789,Vanessa,Cicala,06/05/1989,
790,Loredana,Leoncavallo,10/07/1965,sopranoteresa@morlacchi.it
791,Mauro,Guidone,22/03/1997,lucavolterra@broschi.it
792,Romeo,Manolesso,17/09/1937,mgiannuzzi@luxardo-gatto.it
793,Mauro,Santorio,08/02/1979,francescogradenigo@gmail.com
794,Giuliana,Gabbana,12/01/1991,arganrita@columbo-tosto.it
795,Romeo,Anguillara,05/08/1953,antonella61@nicolini.org
796,Maria,Palmisano,13/03/1967,
797,Agostino,Vanvitelli,30/05/1986,arturo39@tomasini-farinelli.net
798,Donato,Fittipaldi,19/07/1993,colucciocasellati@tele2.it
799,,,11/08/1948,sebastiano72@antonelli-vigliotti.com
800,Rosaria,Perozzo,14/04/1935,ciromarzorati@hotmail.it
801,Ugolino,Gregorio,29/01/1980,
802,Berenice,Battaglia,20/05/1985,pasqualeargan@libero.it
803,Leopoldo,Gilardoni,22/08/1958,qzito@libero.it
804,Teresa,Capuana,,martino47@live.com
805,Nicola,Salgari,14/04/1963,martino31@hotmail.it
806,Pierina,Comboni,16/11/1935,steinalderano@tiscali.it
807,Emilio,Rubbia,10/11/1936,Unknown
808,Mariana,Fioravanti,05/04/1975,
809,Napoleone,Borsellino,19/07/2001,gregoriirma@tin.it
810,Pier,Samele,15/02/2002,loretta06@vodafone.it
811,Ippazio,Pedroni,10/12/1933,alfredo51@berlusconi.com
812,,,29/03/1962,annamariaopizzi@virgilio.it
813,Marco,Lamborghini,04/04/1992,Unknown
814,Adriano,Ruggieri,13/05/1950,ttoscani@tim.it
815,Ruggero,Siffredi,05/03/1967,roccotozzo@yahoo.com
816,Donato,Rosiello,18/08/1953,zvittadello@tin.it
817,Daniele,Guidotti,,ysanti@outlook.com
818,Luchino,Rossini,14/07/1966,bcagnin@garzoni-bondumier.it
819,Gianfranco,Tomasetti,21/02/1981,adriano34@conti.net
820,Flavia,Iadanza,07/08/1956,
821,Adelasia,Abba,,dleonardi@farinelli.com
822,Elisa,Comboni,15/09/1971,fornaciarisalvi@vodafone.it
823,Cristina,Ritacca,11/07/1947,Unknown
824,Puccio,Schiavone,,zmantegna@orengo.net
825,Carolina,Calvo,07/12/1945,morpurgosandra@libero.it
826,Rosaria,Pascarella,20/09/1971,Unknown
827,Flora,Verdi,,cabrininicolo@hotmail.com
828,Stefani,Majorana,30/08/1947,
829,Michelotto,Salieri,23/06/1959,giuseppina72@libero.it
830,Tullio,Grasso,16/05/1941,zgiammusso@virgilio.it
831,Vanessa,Nugnes,17/06/1972,acerbinedda@hotmail.it
832,Priscilla,Fibonacci,06/05/1976,asraffa@baggio.net
833,Salvatore,Verdi,21/07/1936,ubalbo@tele2.it
834,Rita,Togliatti,29/04/1995,natalia90@abatantuono-montalti.com
835,Pellegrino,Santi,01/09/1984,maria78@zacchia-santi.it
836,Gianpietro,Marino,12/09/1982,federico59@bersani-procacci.com
837,,,16/12/1993,gianinazziantonina@acerbi.it
838,Augusto,Marenzio,28/01/1950,ruggerospadafora@toninelli.net
839,Amico,Grossi,14/10/2001,domenico30@tele2.it
840,Orazio,Cammarata,20/05/1955,dvismara@pacomio-ziani.org
841,Tonia,Petrassi,17/03/1987,picciodario@yahoo.com
842,Emma,Renzi,06/07/1995,girolamorensi@sforza-brichese.com
843,Tiziano,Scamarcio,16/10/1974,Unknown
844,Lamberto,Chiaramonte,11/01/1948,zamoranicoluccio@tin.it
845,Viridiana,Cammarata,16/07/1975,valerioprocacci@gigli.it
846,Fausto,Rusticucci,29/08/1964,arnulfograssi@sobrero.net
847,Natalia,Niggli,23/07/1998,spiccinni@gotti-bodoni.org
848,Maurilio,Procacci,20/05/1957,arseniotrentini@tiscali.it
849,Pasqual,Balla,24/06/1982,boccacciolucia@mezzetta.it
850,Sonia,Traversa,25/05/1940,Unknown
851,Greca,Trapanese,22/01/1976,
852,Damiano,Romano,16/03/1966,
853,Gastone,Alfonsi,28/10/1959,ida45@hotmail.it
854,Gianmarco,Tanzini,03/12/1996,nbroggini@vodafone.it
855,Rocco,Rizzo,26/03/1986,
856,Barbara,Trezzini,05/09/1952,caineroromana@tele2.it
857,Morena,Cantimori,07/10/1952,dulbeccoarmando@hotmail.it
858,Orlando,Vigliotti,24/07/1991,melissa46@hotmail.com
859,Gianpaolo,Randazzo,04/11/1969,silviovilladicani@rizzoli-ruberto.eu
860,Mariano,Giannelli,08/12/1994,vtraetta@nolcini.net
861,Luchino,Balotelli,16/09/1949,isapetrassi@camicione.it
862,Michele,Rienzo,13/05/1957,gnapolitano@gmail.com
863,Michele,Pepe,22/11/1955,ortolanialessia@gmail.com
864,Arnulfo,Tacchini,12/06/1998,temistocletutino@live.com
865,Rosario,Alfonsi,15/06/1970,wtebaldi@cainero.com
866,Ermanno,Duodo,19/05/1956,ymanzoni@tim.it
867,Dario,Collodi,07/12/1987,ceruttiubaldo@live.com
868,Piersanti,Branciforte,20/10/2000,zmazzi@hotmail.it
869,Tatiana,Rastelli,22/04/1974,leopoldo77@ostinelli-gulotta.it
870,Donato,Tasso,01/06/1962,vverdi@persico.it
871,Elladio,Morabito,,zgargallo@virgilio.it
872,Gioachino,Casagrande,25/12/1985,esgalambro@alice.it
873,Giampaolo,Marangoni,13/04/1960,federigo16@virgilio.it
874,Flora,Migliaccio,24/09/2004,ronaldomorosini@procacci.it
875,Francesco,Marazzi,04/03/1989,agostinobruscantini@libero.it
876,Martino,Onio,04/04/1948,rbarcella@tomasetti.eu
877,Alessia,Franzese,01/11/1944,Unknown
878,Raffaele,Solimena,27/04/1963,alfio55@gmail.com
879,Elmo,Gigli,,
880,Edoardo,Conte,26/09/1983,gramscirosaria@tele2.it
881,Ermanno,Salata,11/10/1966,Unknown
882,Alessio,Vasari,04/02/1968,Unknown
883,Viridiana,Impastato,27/10/1946,hcibin@live.com
884,Rosa,Chindamo,05/03/1939,casagranderaffaele@cagnotto.it
885,Lina,Zacchia,23/04/1941,imeldainterminei@libero.it
886,Edoardo,Donarelli,12/07/1977,robertalucciano@callegari-magnani.it
887,Lucio,Satta,20/10/1938,patrizio97@gmail.com
888,Giosuè,Gibilisco,03/01/1943,biagio76@alice.it
889,Stella,Pincherle,14/05/1995,franceschivalentina@polizzi-mascagni.com
890,Bianca,Balotelli,,
891,Puccio,Verri,18/03/1994,cbattisti@prodi-collina.com
